turker,adjective,response,mean,onestdev,respdev,had_negative
T_6791530,normal,7142.0,6800.0,240.0,1.425,noNog
T_6791530,broad,9895.0,5790.0,110.0,37.3181818182,noNog
T_6791530,light,7031.0,7000.0,85.0,0.364705882353,noNog
T_6791530,powerful,9155.0,8440.0,410.0,1.74390243902,noNog
T_6791530,high,8796.0,8420.0,205.0,1.83414634146,noNog
T_6791530,huge,1092.0,9610.0,150.0,56.7866666667,hadNeg
T_6791530,disappointing,8152.0,8150.0,190.0,0.0105263157895,hadNeg
T_6791530,traditional,6450.0,6230.0,155.0,1.41935483871,hadNeg
T_6791530,serious,8624.0,8230.0,180.0,2.18888888889,hadNeg
T_6791530,sound,5720.0,5650.0,65.0,1.07692307692,hadNeg
T_6791530,grand,11100.0,10580.0,310.0,1.67741935484,hadNeg
T_6791530,minor,3955.0,3950.0,125.0,0.04,hadNeg
T_8163155,sensitive,8800.0,8720.0,285.0,0.280701754386,noNog
T_8163155,narrow,4700.0,4660.0,335.0,0.119402985075,noNog
T_8163155,rare,2800.0,2590.0,185.0,1.13513513514,noNog
T_8163155,generous,6000.0,5700.0,355.0,0.845070422535,noNog
T_8163155,outstanding,7000.0,6480.0,440.0,1.18181818182,noNog
T_8163155,considerable,10000.0,9710.0,420.0,0.690476190476,noNog
T_8163155,typical,1800.0,1700.0,335.0,0.298507462687,noNog
T_8163155,promising,7000.0,6920.0,90.0,0.888888888889,noNog
T_8163155,normal,4000.0,3910.0,250.0,0.36,noNog
T_8163155,broad,3100.0,2980.0,125.0,0.96,noNog
T_8163155,light,9700.0,9590.0,285.0,0.385964912281,noNog
T_8163155,powerful,6900.0,6780.0,110.0,1.09090909091,noNog
T_8163155,high,3550.0,3450.0,120.0,0.833333333333,noNog
T_8163155,huge,7340.0,7290.0,30.0,1.66666666667,noNog
T_8163155,disappointing,4712.0,4710.0,295.0,0.00677966101695,noNog
T_8163155,traditional,2000.0,1830.0,145.0,1.1724137931,noNog
T_8163155,serious,8500.0,8420.0,55.0,1.45454545455,noNog
T_8163155,sound,9250.0,9130.0,200.0,0.6,noNog
T_8163155,grand,3600.0,3070.0,365.0,1.45205479452,noNog
T_8163155,minor,1525.0,1520.0,255.0,0.0196078431373,noNog
T_6585464,sensitive,8180.0,8140.0,200.0,0.2,noNog
T_6585464,narrow,2450.0,2400.0,475.0,0.105263157895,noNog
T_6585464,rare,6500.0,6290.0,65.0,3.23076923077,noNog
T_6585464,generous,4650.0,4440.0,130.0,1.61538461538,noNog
T_6585464,outstanding,9500.0,6930.0,395.0,6.50632911392,noNog
T_6585464,considerable,6400.0,6170.0,75.0,3.06666666667,noNog
T_6585464,typical,1150.0,1050.0,120.0,0.833333333333,noNog
T_6585464,promising,7400.0,6850.0,435.0,1.26436781609,noNog
T_6585464,normal,10700.0,10490.0,345.0,0.608695652174,noNog
T_6585464,broad,1850.0,1120.0,490.0,1.48979591837,noNog
T_6585464,light,2045.0,2030.0,105.0,0.142857142857,noNog
T_6585464,powerful,3200.0,2850.0,55.0,6.36363636364,noNog
T_6585464,high,5000.0,4220.0,275.0,2.83636363636,noNog
T_6585464,huge,8700.0,8100.0,210.0,2.85714285714,noNog
T_6585464,disappointing,5365.0,5360.0,450.0,0.0111111111111,noNog
T_6585464,traditional,4160.0,4060.0,25.0,4.0,noNog
T_6585464,serious,6500.0,6000.0,195.0,2.5641025641,noNog
T_6585464,sound,10402.0,10170.0,315.0,0.736507936508,noNog
T_6585464,grand,3500.0,2710.0,80.0,9.875,noNog
T_6585464,minor,1300.0,1280.0,285.0,0.0701754385965,noNog
T_2153811,sensitive,222.0,5850.0,275.0,20.4654545455,hadNeg
T_2153811,narrow,400.0,9920.0,395.0,24.1012658228,hadNeg
T_2153811,rare,899.0,5690.0,140.0,34.2214285714,hadNeg
T_2153811,generous,89.0,6090.0,15.0,400.066666667,hadNeg
T_2153811,outstanding,442.0,5560.0,420.0,12.1857142857,hadNeg
T_2153811,considerable,433.0,1170.0,485.0,1.51958762887,hadNeg
T_2153811,typical,466.0,9610.0,440.0,20.7818181818,hadNeg
T_2153811,promising,700.0,3540.0,290.0,9.79310344828,hadNeg
T_2153811,normal,267.0,5860.0,215.0,26.0139534884,hadNeg
T_2153811,broad,999.0,7960.0,100.0,69.61,hadNeg
T_2153811,light,1278.0,8390.0,45.0,158.044444444,hadNeg
T_2153811,powerful,500.0,2720.0,100.0,22.2,hadNeg
T_2153811,high,700.0,1270.0,440.0,1.29545454545,hadNeg
T_2153811,huge,166.0,1320.0,435.0,2.65287356322,hadNeg
T_2153811,disappointing,489.0,1030.0,460.0,1.17608695652,hadNeg
T_2153811,traditional,312.0,1360.0,490.0,2.1387755102,hadNeg
T_2153811,serious,355.0,8730.0,455.0,18.4065934066,hadNeg
T_2153811,sound,344.0,6330.0,420.0,14.2523809524,hadNeg
T_2153811,grand,122.0,910.0,195.0,4.04102564103,hadNeg
T_2153811,minor,254.0,1460.0,430.0,2.80465116279,hadNeg
T_2932006,sensitive,6090.0,6070.0,100.0,0.2,noNog
T_2932006,narrow,4175.0,4170.0,10.0,0.5,noNog
T_2932006,rare,8900.0,8640.0,465.0,0.559139784946,noNog
T_2932006,generous,7500.0,7070.0,285.0,1.50877192982,noNog
T_2932006,outstanding,8000.0,7240.0,465.0,1.63440860215,noNog
T_2932006,considerable,3500.0,2020.0,495.0,2.9898989899,noNog
T_2932006,typical,10000.0,9860.0,45.0,3.11111111111,noNog
T_2932006,promising,10200.0,9990.0,150.0,1.4,noNog
T_2932006,normal,3100.0,2980.0,210.0,0.571428571429,noNog
T_2932006,broad,5000.0,4660.0,445.0,0.76404494382,noNog
T_2932006,light,3960.0,3950.0,5.0,2.0,noNog
T_2932006,powerful,5400.0,5120.0,50.0,5.6,noNog
T_2932006,high,3800.0,3060.0,440.0,1.68181818182,noNog
T_2932006,huge,8500.0,7990.0,225.0,2.26666666667,noNog
T_2932006,disappointing,10485.0,10480.0,330.0,0.0151515151515,noNog
T_2932006,traditional,9000.0,8930.0,110.0,0.636363636364,noNog
T_2932006,serious,6300.0,5840.0,240.0,1.91666666667,noNog
T_2932006,sound,1750.0,1610.0,105.0,1.33333333333,noNog
T_2932006,grand,5750.0,5290.0,230.0,2.0,noNog
T_2932006,minor,2100.0,2030.0,275.0,0.254545454545,noNog
T_9192623,sensitive,2125.0,2120.0,205.0,0.0243902439024,noNog
T_9192623,narrow,5474.0,5470.0,425.0,0.00941176470588,noNog
T_9192623,rare,1725.0,1720.0,320.0,0.015625,noNog
T_9192623,generous,7650.0,7300.0,155.0,2.25806451613,noNog
T_9192623,outstanding,1030.0,580.0,225.0,2.0,noNog
T_9192623,considerable,7800.0,7280.0,255.0,2.03921568627,noNog
T_9192623,typical,2680.0,2650.0,135.0,0.222222222222,noNog
T_9192623,promising,7745.0,7710.0,25.0,1.4,noNog
T_9192623,normal,9200.0,8980.0,210.0,1.04761904762,noNog
T_9192623,broad,9450.0,8740.0,355.0,2.0,noNog
T_9192623,light,10120.0,10100.0,105.0,0.190476190476,noNog
T_9192623,powerful,10750.0,10360.0,315.0,1.2380952381,noNog
T_9192623,high,4590.0,3830.0,385.0,1.97402597403,noNog
T_9192623,huge,6000.0,3980.0,290.0,6.96551724138,noNog
T_9192623,disappointing,7021.0,7020.0,235.0,0.00425531914894,noNog
T_9192623,traditional,1320.0,1270.0,110.0,0.454545454545,noNog
T_9192623,serious,3700.0,3020.0,370.0,1.83783783784,noNog
T_9192623,sound,2300.0,1680.0,375.0,1.65333333333,noNog
T_9192623,grand,2800.0,2630.0,55.0,3.09090909091,noNog
T_9192623,minor,2800.0,2770.0,205.0,0.146341463415,noNog
T_2087193,sensitive,9675.0,9600.0,250.0,0.3,noNog
T_2087193,narrow,7300.0,7250.0,235.0,0.212765957447,noNog
T_2087193,rare,5000.0,4660.0,225.0,1.51111111111,noNog
T_2087193,generous,6700.0,6310.0,370.0,1.05405405405,noNog
T_2087193,outstanding,9200.0,8360.0,485.0,1.73195876289,noNog
T_2087193,considerable,6600.0,6100.0,450.0,1.11111111111,noNog
T_2087193,typical,5700.0,5630.0,235.0,0.297872340426,noNog
T_2087193,promising,5350.0,5130.0,145.0,1.51724137931,noNog
T_2087193,normal,8215.0,8200.0,20.0,0.75,noNog
T_2087193,broad,6500.0,6000.0,440.0,1.13636363636,noNog
T_2087193,light,4725.0,4610.0,465.0,0.247311827957,noNog
T_2087193,powerful,8000.0,7670.0,235.0,1.40425531915,noNog
T_2087193,high,4330.0,4330.0,365.0,0.0,noNog
T_2087193,huge,8000.0,7560.0,260.0,1.69230769231,noNog
T_2087193,disappointing,8360.0,8330.0,475.0,0.0631578947368,noNog
T_2087193,traditional,4300.0,4160.0,285.0,0.491228070175,noNog
T_2087193,serious,2850.0,2360.0,295.0,1.66101694915,noNog
T_2087193,sound,1950.0,1660.0,315.0,0.920634920635,noNog
T_2087193,grand,10000.0,9550.0,375.0,1.2,noNog
T_2087193,minor,8760.0,8740.0,175.0,0.114285714286,noNog
T_9031678,sensitive,1800.0,1970.0,135.0,1.25925925926,hadNeg
T_9031678,narrow,5500.0,5540.0,110.0,0.363636363636,hadNeg
T_9031678,rare,4600.0,4400.0,65.0,3.07692307692,hadNeg
T_9031678,generous,3800.0,4080.0,200.0,1.4,hadNeg
T_9031678,outstanding,2200.0,2160.0,340.0,0.117647058824,hadNeg
T_9031678,considerable,8400.0,8300.0,275.0,0.363636363636,hadNeg
T_9031678,typical,1050.0,1050.0,165.0,0.0,hadNeg
T_9031678,promising,8000.0,7990.0,465.0,0.0215053763441,hadNeg
T_9031678,normal,8900.0,8920.0,80.0,0.25,hadNeg
T_9031678,broad,7000.0,7120.0,125.0,0.96,hadNeg
T_9031678,light,5000.0,5130.0,110.0,1.18181818182,hadNeg
T_9031678,powerful,4600.0,4900.0,10.0,30.0,hadNeg
T_9031678,high,2800.0,2910.0,455.0,0.241758241758,hadNeg
T_9031678,huge,1200.0,1620.0,400.0,1.05,hadNeg
T_9031678,disappointing,4300.0,4240.0,75.0,0.8,hadNeg
T_9031678,traditional,3700.0,3670.0,70.0,0.428571428571,hadNeg
T_9031678,serious,7700.0,6890.0,385.0,2.1038961039,hadNeg
T_9031678,sound,4790.0,4790.0,75.0,0.0,hadNeg
T_9031678,grand,2280.0,2280.0,10.0,0.0,hadNeg
T_9031678,minor,5800.0,5850.0,20.0,2.5,hadNeg
T_3166001,sensitive,2300.0,2250.0,230.0,0.217391304348,noNog
T_3166001,narrow,7900.0,8420.0,285.0,1.82456140351,hadNeg
T_3166001,rare,10000.0,9300.0,380.0,1.84210526316,hadNeg
T_3166001,generous,2900.0,2960.0,50.0,1.2,hadNeg
T_3166001,outstanding,10000.0,9280.0,425.0,1.69411764706,hadNeg
T_3166001,considerable,2000.0,1900.0,415.0,0.240963855422,hadNeg
T_3166001,typical,8200.0,8190.0,35.0,0.285714285714,hadNeg
T_3166001,promising,2800.0,2750.0,90.0,0.555555555556,hadNeg
T_3166001,normal,1400.0,1810.0,270.0,1.51851851852,hadNeg
T_3166001,broad,1200.0,1360.0,260.0,0.615384615385,hadNeg
T_3166001,light,6800.0,7370.0,295.0,1.93220338983,hadNeg
T_3166001,powerful,7000.0,6850.0,200.0,0.75,hadNeg
T_3166001,high,9000.0,8830.0,455.0,0.373626373626,hadNeg
T_3166001,huge,6600.0,6220.0,225.0,1.68888888889,hadNeg
T_3166001,disappointing,3900.0,4180.0,150.0,1.86666666667,hadNeg
T_3166001,traditional,10000.0,9920.0,220.0,0.363636363636,hadNeg
T_3166001,serious,3000.0,3000.0,120.0,0.0,hadNeg
T_3166001,sound,6000.0,6870.0,475.0,1.83157894737,hadNeg
T_3166001,grand,3000.0,2380.0,355.0,1.74647887324,hadNeg
T_3166001,minor,9900.0,10140.0,250.0,0.96,hadNeg
T_7020912,sensitive,622.0,610.0,135.0,0.0888888888889,noNog
T_7020912,narrow,2348.0,2360.0,355.0,0.0338028169014,hadNeg
T_7020912,rare,6012.0,5540.0,310.0,1.52258064516,hadNeg
T_7020912,generous,4012.0,3890.0,90.0,1.35555555556,hadNeg
T_7020912,outstanding,9918.0,9900.0,10.0,1.8,hadNeg
T_7020912,considerable,1412.0,1180.0,165.0,1.40606060606,hadNeg
T_7020912,typical,5889.0,5860.0,30.0,0.966666666667,hadNeg
T_7020912,promising,4785.0,4720.0,50.0,1.3,hadNeg
T_7020912,normal,821.0,610.0,255.0,0.827450980392,hadNeg
T_7020912,broad,2771.0,2700.0,45.0,1.57777777778,hadNeg
T_7020912,light,7624.0,7600.0,90.0,0.266666666667,hadNeg
T_7020912,powerful,8888.0,8570.0,340.0,0.935294117647,hadNeg
T_7020912,high,10956.0,10580.0,370.0,1.01621621622,hadNeg
T_7020912,huge,2823.0,2240.0,340.0,1.71470588235,hadNeg
T_7020912,disappointing,10222.0,10190.0,440.0,0.0727272727273,hadNeg
T_7020912,traditional,312.0,290.0,60.0,0.366666666667,hadNeg
T_7020912,serious,3412.0,3300.0,110.0,1.01818181818,hadNeg
T_7020912,sound,6842.0,6830.0,40.0,0.3,hadNeg
T_7020912,grand,4289.0,4000.0,180.0,1.60555555556,hadNeg
T_7020912,minor,5781.0,5770.0,40.0,0.275,hadNeg
T_9915731,sensitive,8520.0,8420.0,120.0,0.833333333333,noNog
T_9915731,narrow,10660.0,10560.0,300.0,0.333333333333,noNog
T_9915731,rare,2750.0,2650.0,250.0,0.4,noNog
T_9915731,generous,9150.0,8440.0,405.0,1.75308641975,noNog
T_9915731,outstanding,4660.0,4460.0,50.0,4.0,noNog
T_9915731,considerable,8900.0,8770.0,75.0,1.73333333333,noNog
T_9915731,typical,9010.0,8910.0,65.0,1.53846153846,noNog
T_9915731,promising,7200.0,6640.0,410.0,1.36585365854,noNog
T_9915731,normal,9990.0,9890.0,160.0,0.625,noNog
T_9915731,broad,6000.0,5930.0,480.0,0.145833333333,noNog
T_9915731,light,8500.0,8140.0,445.0,0.808988764045,noNog
T_9915731,powerful,1500.0,1170.0,255.0,1.29411764706,noNog
T_9915731,high,9000.0,8090.0,420.0,2.16666666667,noNog
T_9915731,huge,7900.0,7650.0,80.0,3.125,noNog
T_9915731,disappointing,3550.0,3540.0,380.0,0.0263157894737,noNog
T_9915731,traditional,10990.0,10790.0,400.0,0.5,noNog
T_9915731,serious,10000.0,9510.0,435.0,1.12643678161,noNog
T_9915731,sound,5840.0,5740.0,405.0,0.246913580247,noNog
T_9915731,grand,6000.0,5680.0,210.0,1.52380952381,noNog
T_9915731,minor,6140.0,6040.0,385.0,0.25974025974,noNog
T_2832355,sensitive,855.0,810.0,240.0,0.1875,noNog
T_2832355,narrow,9000.0,8890.0,85.0,1.29411764706,noNog
T_2832355,rare,3255.0,3230.0,435.0,0.0574712643678,noNog
T_2832355,generous,2230.0,1860.0,185.0,2.0,noNog
T_2832355,outstanding,3500.0,2960.0,30.0,18.0,noNog
T_2832355,considerable,8500.0,8180.0,160.0,2.0,noNog
T_2832355,typical,5000.0,4670.0,395.0,0.835443037975,noNog
T_2832355,promising,4600.0,3940.0,330.0,2.0,noNog
T_2832355,normal,9500.0,9420.0,270.0,0.296296296296,noNog
T_2832355,broad,6000.0,5710.0,305.0,0.950819672131,noNog
T_2832355,light,9275.0,9220.0,450.0,0.122222222222,noNog
T_2832355,powerful,7550.0,6980.0,285.0,2.0,noNog
T_2832355,high,1480.0,800.0,340.0,2.0,noNog
T_2832355,huge,8888.0,7440.0,40.0,36.2,noNog
T_2832355,disappointing,2152.0,2150.0,225.0,0.00888888888889,noNog
T_2832355,traditional,6860.0,6830.0,15.0,2.0,noNog
T_2832355,serious,4200.0,3470.0,325.0,2.24615384615,noNog
T_2832355,sound,6580.0,5590.0,495.0,2.0,noNog
T_2832355,grand,7160.0,6590.0,285.0,2.0,noNog
T_2832355,minor,9400.0,9360.0,275.0,0.145454545455,noNog
T_6979146,sensitive,8500.0,8360.0,400.0,0.35,noNog
T_6979146,narrow,1054.0,1000.0,295.0,0.183050847458,noNog
T_6979146,rare,1347.0,1240.0,205.0,0.521951219512,noNog
T_6979146,generous,8545.0,8480.0,125.0,0.52,noNog
T_6979146,outstanding,2588.0,2540.0,220.0,0.218181818182,noNog
T_6979146,considerable,4000.0,3940.0,30.0,2.0,noNog
T_6979146,typical,4844.0,4730.0,190.0,0.6,noNog
T_6979146,promising,1745.0,1520.0,265.0,0.849056603774,noNog
T_6979146,normal,6800.0,6550.0,130.0,1.92307692308,noNog
T_6979146,broad,5000.0,4280.0,490.0,1.4693877551,noNog
T_6979146,light,10290.0,10160.0,460.0,0.282608695652,noNog
T_6979146,powerful,10580.0,10230.0,275.0,1.27272727273,noNog
T_6979146,high,2100.0,1940.0,225.0,0.711111111111,noNog
T_6979146,huge,6844.0,6850.0,45.0,0.133333333333,hadNeg
T_6979146,disappointing,9755.0,10310.0,315.0,1.7619047619,hadNeg
T_6979146,traditional,9250.0,9170.0,200.0,0.4,hadNeg
T_6979146,serious,5847.0,5660.0,425.0,0.44,hadNeg
T_6979146,sound,4900.0,4850.0,35.0,1.42857142857,hadNeg
T_6979146,grand,9850.0,9600.0,130.0,1.92307692308,hadNeg
T_6979146,minor,8698.0,8580.0,490.0,0.240816326531,hadNeg
T_1857101,sensitive,8075.0,8040.0,305.0,0.114754098361,noNog
T_1857101,narrow,8700.0,8680.0,110.0,0.181818181818,noNog
T_1857101,rare,4500.0,4360.0,30.0,4.66666666667,noNog
T_1857101,generous,8400.0,7930.0,430.0,1.09302325581,noNog
T_1857101,outstanding,4610.0,4610.0,355.0,0.0,noNog
T_1857101,considerable,9500.0,8710.0,465.0,1.69892473118,noNog
T_1857101,typical,5450.0,5350.0,470.0,0.212765957447,noNog
T_1857101,promising,10100.0,9880.0,285.0,0.771929824561,noNog
T_1857101,normal,4650.0,4550.0,220.0,0.454545454545,noNog
T_1857101,broad,9000.0,8710.0,210.0,1.38095238095,noNog
T_1857101,light,8900.0,8830.0,245.0,0.285714285714,noNog
T_1857101,powerful,6000.0,5500.0,385.0,1.2987012987,noNog
T_1857101,high,3650.0,3400.0,125.0,2.0,noNog
T_1857101,huge,12000.0,10400.0,455.0,3.51648351648,noNog
T_1857101,disappointing,7775.0,7770.0,65.0,0.0769230769231,noNog
T_1857101,traditional,3980.0,3920.0,65.0,0.923076923077,noNog
T_1857101,serious,7050.0,6930.0,70.0,1.71428571429,noNog
T_1857101,sound,3900.0,3710.0,355.0,0.535211267606,noNog
T_1857101,grand,3200.0,3040.0,135.0,1.18518518519,noNog
T_1857101,minor,8150.0,8110.0,435.0,0.0919540229885,noNog
T_8126055,sensitive,600.0,580.0,65.0,0.307692307692,noNog
T_8126055,narrow,7280.0,7270.0,90.0,0.111111111111,noNog
T_8126055,rare,4352.0,4350.0,455.0,0.0043956043956,noNog
T_8126055,generous,450.0,290.0,75.0,2.13333333333,noNog
T_8126055,outstanding,8650.0,7840.0,460.0,1.76086956522,noNog
T_8126055,considerable,4075.0,3480.0,310.0,1.91935483871,noNog
T_8126055,typical,3600.0,3350.0,280.0,0.892857142857,noNog
T_8126055,promising,3700.0,3380.0,350.0,0.914285714286,noNog
T_8126055,normal,8400.0,8230.0,315.0,0.539682539683,noNog
T_8126055,broad,3900.0,3500.0,220.0,1.81818181818,noNog
T_8126055,light,435.0,400.0,95.0,0.368421052632,noNog
T_8126055,powerful,8700.0,8310.0,230.0,1.69565217391,noNog
T_8126055,high,8700.0,8010.0,440.0,1.56818181818,noNog
T_8126055,huge,4200.0,3790.0,315.0,1.30158730159,noNog
T_8126055,disappointing,7185.0,7180.0,190.0,0.0263157894737,noNog
T_8126055,traditional,6500.0,6420.0,370.0,0.216216216216,noNog
T_8126055,serious,7500.0,6910.0,375.0,1.57333333333,noNog
T_8126055,sound,9050.0,8890.0,180.0,0.888888888889,noNog
T_8126055,grand,10005.0,9560.0,355.0,1.25352112676,noNog
T_8126055,minor,1165.0,1150.0,240.0,0.0625,noNog
T_12027,sensitive,3700.0,3590.0,130.0,0.846153846154,noNog
T_12027,narrow,3200.0,2960.0,220.0,1.09090909091,noNog
T_12027,rare,11000.0,9410.0,95.0,16.7368421053,noNog
T_12027,generous,3300.0,2960.0,155.0,2.1935483871,noNog
T_12027,outstanding,7000.0,5670.0,315.0,4.22222222222,noNog
T_12027,considerable,5800.0,4670.0,445.0,2.5393258427,noNog
T_12027,typical,5600.0,5420.0,120.0,1.5,noNog
T_12027,promising,850.0,680.0,60.0,2.83333333333,noNog
T_12027,normal,11000.0,10340.0,415.0,1.59036144578,noNog
T_12027,broad,2100.0,1530.0,270.0,2.11111111111,noNog
T_12027,light,7000.0,6940.0,40.0,1.5,noNog
T_12027,powerful,1800.0,1200.0,345.0,1.73913043478,noNog
T_12027,high,6500.0,5870.0,385.0,1.63636363636,noNog
T_12027,huge,2200.0,1180.0,385.0,2.64935064935,noNog
T_12027,disappointing,8350.0,8320.0,260.0,0.115384615385,noNog
T_12027,traditional,6800.0,6540.0,185.0,1.40540540541,noNog
T_12027,serious,6500.0,5740.0,245.0,3.10204081633,noNog
T_12027,sound,2800.0,2420.0,280.0,1.35714285714,noNog
T_12027,grand,13000.0,9990.0,340.0,8.85294117647,noNog
T_12027,minor,6700.0,6570.0,10.0,13.0,noNog
T_9940419,sensitive,2650.0,2650.0,60.0,0.0,noNog
T_9940419,narrow,1860.0,2060.0,100.0,2.0,hadNeg
T_9940419,rare,10110.0,10110.0,360.0,0.0,hadNeg
T_9940419,generous,8340.0,7530.0,405.0,2.0,hadNeg
T_9940419,outstanding,11220.0,10330.0,445.0,2.0,hadNeg
T_9940419,considerable,8570.0,8570.0,250.0,0.0,hadNeg
T_9940419,typical,9260.0,9260.0,40.0,0.0,hadNeg
T_9940419,promising,8670.0,8670.0,190.0,0.0,hadNeg
T_9940419,normal,7560.0,7560.0,400.0,0.0,hadNeg
T_9940419,broad,6050.0,6050.0,435.0,0.0,hadNeg
T_9940419,light,2640.0,2640.0,135.0,0.0,hadNeg
T_9940419,powerful,8830.0,8480.0,175.0,2.0,hadNeg
T_9940419,high,2680.0,1950.0,365.0,2.0,hadNeg
T_9940419,huge,5900.0,5000.0,450.0,2.0,hadNeg
T_9940419,disappointing,6480.0,6480.0,255.0,0.0,hadNeg
T_9940419,traditional,9470.0,9470.0,5.0,0.0,hadNeg
T_9940419,serious,7290.0,7290.0,405.0,0.0,hadNeg
T_9940419,sound,2950.0,2950.0,185.0,0.0,hadNeg
T_9940419,grand,2030.0,1390.0,320.0,2.0,hadNeg
T_9940419,minor,8310.0,8850.0,270.0,2.0,hadNeg
T_143993,sensitive,3200.0,3140.0,150.0,0.4,noNog
T_143993,narrow,10200.0,10130.0,345.0,0.202898550725,noNog
T_143993,rare,2600.0,1970.0,430.0,1.46511627907,noNog
T_143993,generous,5450.0,5270.0,205.0,0.878048780488,noNog
T_143993,outstanding,6250.0,5810.0,275.0,1.6,noNog
T_143993,considerable,4750.0,4130.0,435.0,1.42528735632,noNog
T_143993,typical,6520.0,6480.0,70.0,0.571428571429,noNog
T_143993,promising,3850.0,3690.0,285.0,0.561403508772,noNog
T_143993,normal,2400.0,2280.0,235.0,0.510638297872,noNog
T_143993,broad,3000.0,2630.0,445.0,0.831460674157,noNog
T_143993,light,5325.0,5250.0,255.0,0.294117647059,noNog
T_143993,powerful,4575.0,4230.0,275.0,1.25454545455,noNog
T_143993,high,3175.0,2950.0,265.0,0.849056603774,noNog
T_143993,huge,1900.0,1590.0,265.0,1.16981132075,noNog
T_143993,disappointing,8370.0,8350.0,115.0,0.173913043478,noNog
T_143993,traditional,2450.0,2330.0,195.0,0.615384615385,noNog
T_143993,serious,6600.0,6000.0,455.0,1.31868131868,noNog
T_143993,sound,5780.0,5630.0,160.0,0.9375,noNog
T_143993,grand,6750.0,6090.0,420.0,1.57142857143,noNog
T_143993,minor,8525.0,8270.0,490.0,0.520408163265,noNog
T_4091798,sensitive,3500.0,3300.0,355.0,0.56338028169,noNog
T_4091798,narrow,5172.0,5170.0,5.0,0.4,noNog
T_4091798,rare,11200.0,10640.0,360.0,1.55555555556,noNog
T_4091798,generous,6400.0,6260.0,130.0,1.07692307692,noNog
T_4091798,outstanding,3600.0,3580.0,20.0,1.0,noNog
T_4091798,considerable,6600.0,6430.0,160.0,1.0625,noNog
T_4091798,typical,1500.0,1310.0,195.0,0.974358974359,noNog
T_4091798,promising,5480.0,5420.0,60.0,1.0,noNog
T_4091798,normal,9100.0,8840.0,460.0,0.565217391304,noNog
T_4091798,broad,7200.0,6900.0,365.0,0.821917808219,noNog
T_4091798,light,1700.0,1600.0,405.0,0.246913580247,noNog
T_4091798,powerful,1400.0,1040.0,280.0,1.28571428571,noNog
T_4091798,high,7790.0,7770.0,10.0,2.0,noNog
T_4091798,huge,500.0,410.0,55.0,1.63636363636,noNog
T_4091798,disappointing,1850.0,1770.0,180.0,0.444444444444,noNog
T_4091798,traditional,11000.0,10510.0,320.0,1.53125,noNog
T_4091798,serious,5200.0,5170.0,15.0,2.0,noNog
T_4091798,sound,8500.0,8430.0,135.0,0.518518518519,noNog
T_4091798,grand,2900.0,2520.0,265.0,1.43396226415,noNog
T_4091798,minor,4470.0,4330.0,255.0,0.549019607843,noNog
T_1752881,sensitive,6900.0,6820.0,15.0,5.33333333333,noNog
T_1752881,narrow,9250.0,9190.0,115.0,0.521739130435,noNog
T_1752881,rare,6000.0,4310.0,400.0,4.225,noNog
T_1752881,generous,7800.0,7460.0,315.0,1.07936507937,noNog
T_1752881,outstanding,7200.0,6560.0,220.0,2.90909090909,noNog
T_1752881,considerable,3900.0,3320.0,415.0,1.39759036145,noNog
T_1752881,typical,2200.0,1910.0,490.0,0.591836734694,noNog
T_1752881,promising,1750.0,1060.0,480.0,1.4375,noNog
T_1752881,normal,10410.0,10310.0,240.0,0.416666666667,noNog
T_1752881,broad,4600.0,4360.0,70.0,3.42857142857,noNog
T_1752881,light,10100.0,10030.0,160.0,0.4375,noNog
T_1752881,powerful,5000.0,4490.0,75.0,6.8,noNog
T_1752881,high,3400.0,2400.0,120.0,8.33333333333,noNog
T_1752881,huge,10300.0,9840.0,315.0,1.46031746032,noNog
T_1752881,disappointing,6700.0,6890.0,380.0,0.5,hadNeg
T_1752881,traditional,4300.0,4990.0,370.0,1.86486486486,hadNeg
T_1752881,serious,5000.0,4410.0,175.0,3.37142857143,hadNeg
T_1752881,sound,6400.0,6020.0,260.0,1.46153846154,hadNeg
T_1752881,grand,11000.0,9480.0,270.0,5.62962962963,hadNeg
T_1752881,minor,9050.0,9020.0,35.0,0.857142857143,hadNeg
T_947851,sensitive,1265.0,1260.0,115.0,0.0434782608696,noNog
T_947851,narrow,5655.0,5650.0,240.0,0.0208333333333,noNog
T_947851,rare,3121.0,3120.0,100.0,0.01,noNog
T_947851,generous,5300.0,5170.0,70.0,1.85714285714,noNog
T_947851,outstanding,3370.0,3360.0,5.0,2.0,noNog
T_947851,considerable,10260.0,10100.0,80.0,2.0,noNog
T_947851,typical,1800.0,1720.0,155.0,0.516129032258,noNog
T_947851,promising,7560.0,7250.0,155.0,2.0,noNog
T_947851,normal,9800.0,9400.0,450.0,0.888888888889,noNog
T_947851,broad,8370.0,8070.0,150.0,2.0,noNog
T_947851,light,6900.0,6820.0,125.0,0.64,noNog
T_947851,powerful,5770.0,5020.0,375.0,2.0,noNog
T_947851,high,4050.0,3570.0,240.0,2.0,noNog
T_947851,huge,8510.0,8260.0,125.0,2.0,noNog
T_947851,disappointing,2771.0,2770.0,115.0,0.00869565217391,noNog
T_947851,traditional,9900.0,9880.0,10.0,2.0,noNog
T_947851,serious,9610.0,9240.0,185.0,2.0,noNog
T_947851,sound,950.0,880.0,110.0,0.636363636364,noNog
T_947851,grand,4500.0,4320.0,90.0,2.0,noNog
