max_pr,min_pr,avg_pr
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00390627967748,0.0,0.000399950618233
0.000134073511343,0.0,3.35183778358e-05
0.00388336441533,0.0,0.000485420551916
0.0,0.0,0.0
0.00339769034211,0.0,0.000283140861842
0.0136324484437,0.0,0.000486004524106
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00770685596363,0.0,0.000963356995453
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000358711792535,0.0,4.48389740669e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.00382802356264,0.0,0.000957005890659
0.00426327123332,0.0,0.000710545205554
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00502573095678,0.0,0.000304869050984
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000193199730528,0.0,3.78823001035e-06
0.00336037197757,0.0,0.000112012399252
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0113999739531,0.0,0.000814283853791
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00245282472136,0.0,6.49794482604e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000697954833132,0.0,1.16325805522e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00175793093616,0.0,9.76628297869e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00257948997553,0.0,0.000429914995922
0.0879233634086,0.0,0.00728482481371
0.00470412543618,0.0,0.00078402090603
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00549000487957,0.0,0.000193716044247
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000870200805483,0.0,0.000217550201371
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000691348147666,0.0,3.38896150817e-06
0.00683151478469,0.0,2.96783740279e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00861080232412,0.0,0.00215270058103
0.0417958288494,0.0,0.00950822391042
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0126223859967,0.0,0.000286872409016
0.0,0.0,0.0
0.0,0.0,0.0
0.000530755479452,0.0,0.000132688869863
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0045926363244,0.0,5.7407954055e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00606486306769,0.0,0.00101081051128
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00905340468056,0.0,0.000600270015489
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00302181877196,0.0,0.000302181877196
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0135625712376,0.0,7.35253082298e-05
0.00117273945298,0.0,0.000172200089012
0.0,0.0,0.0
0.00286035976341,0.0,0.000357544970426
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00367644418935,0.0,9.18605470517e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.00183086295189,0.0,5.57186226307e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.00221864787438,0.0,0.000113680357001
0.0,0.0,0.0
0.00309474507356,0.0,0.000515790845593
0.0,0.0,0.0
0.0,0.0,0.0
0.00336688325414,0.0,0.00133897502232
0.00323555894185,0.0,0.000808889735461
0.00323555894185,0.0,0.00081088366451
0.0,0.0,0.0
0.00983450947592,0.0,0.00163908491265
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00490640988514,0.0,6.60515765259e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00161627916369,0.0,0.000404069790923
0.0,0.0,0.0
0.00336317487508,0.0,0.000140132286462
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0064294749523,0.0,0.000401842184519
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0879233634086,0.0,0.00157891649959
0.0,0.0,0.0
0.0,0.0,0.0
0.00517597814317,0.0,0.000258798907159
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00543952492248,0.0,0.00067994061531
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
