max_pr,min_pr,avg_pr
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000795488056481,0.0,4.971800353e-05
0.0,0.0,0.0
0.00119229096365,0.0,8.51636402609e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00131493460987,0.0,7.30519227708e-05
0.0,0.0,0.0
0.000371765068235,0.0,2.47843378823e-05
0.0,0.0,0.0
0.00235451930875,0.0,4.9052485599e-05
0.000208841909492,0.0,2.32046566102e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00185945903997,0.0,0.000464864759991
0.0,0.0,0.0
0.0,0.0,0.0
0.000350976313398,0.0,5.84960522331e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.00240013660105,0.0,0.00010000569171
0.0,0.0,0.0
0.0,0.0,0.0
0.00216911533585,0.0,0.000278920034744
0.0,0.0,0.0
0.0012532779444,0.0,0.00015665974305
0.0,0.0,0.0
0.0,0.0,0.0
0.00720044988946,0.0,0.000186428107169
0.000813918416565,0.0,6.33169024216e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00133213649539,0.0,2.01838862938e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00496389884211,0.0,0.000306377370653
0.0,0.0,0.0
0.0,0.0,0.0
0.00124130497484,0.0,0.000310326243709
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00123878688226,0.0,0.000309696720566
0.0,0.0,0.0
0.00449718525373,0.0,0.000374765437811
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000930620340048,0.0,7.7551695004e-05
0.000303574144042,0.0,3.03574144042e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.000406850153021,0.0,1.14441507213e-05
0.000804138767987,0.0,2.68046255996e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.00436347074825,0.0,0.000436347074825
0.0,0.0,0.0
0.00291253884912,0.0,0.000304159548493
0.0,0.0,0.0
0.000817492862489,0.0,0.000136248810415
0.00186062836691,0.0,8.33160278597e-06
6.59900665597e-05,0.0,3.29950332799e-06
9.89528798407e-05,0.0,8.24778444595e-06
0.00461331326883,0.0,9.46672120514e-05
0.00690985417174,0.0,0.000236552809635
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000762688053498,0.0,3.17786688958e-05
0.0,0.0,0.0
0.00010179969306,0.0,2.82776925165e-06
0.0,0.0,0.0
0.0302593239171,0.0,0.00168107355095
0.0,0.0,0.0
0.000797947070779,0.0,1.62846340975e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00167160014956,0.0,0.000167160014956
0.0,0.0,0.0
0.00415898338006,0.0,0.000693163896677
0.0,0.0,0.0
0.0,0.0,0.0
0.00284117294492,0.0,5.59727739972e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000487078247857,0.0,3.24532736207e-05
0.00460418631045,0.0,0.000230077654842
0.0115975676279,0.0,8.86817262587e-05
0.00426025847395,0.0,1.49484721176e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000166421188457,0.0,2.7991758816e-05
0.0,0.0,0.0
0.00650732331757,0.0,0.00131332031191
0.00429463202136,0.0,0.00053682900267
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.87554061152e-05,0.0,4.68885152879e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00434576541045,0.0,0.000181160670953
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00107251950139,0.0,9.66233785036e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00239361426085,0.0,0.000159574284056
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000914398610565,0.0,0.000152399768428
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000438051953215,0.0,2.92034635477e-05
0.0140096231045,0.0,0.000928244211362
0.0,0.0,0.0
0.0,0.0,0.0
0.00204981191222,0.0,0.000381247520362
0.0,0.0,0.0
0.0013180664264,0.0,0.000390918331408
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.71591734185e-05,0.0,7.26326445154e-06
0.000839624917571,0.0,0.000209906229393
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.54196927078e-05,0.0,5.90328211797e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00209164126832,0.0,0.000336487507248
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000408456207041,0.0,0.000106737303511
0.00434290176934,0.0,4.49357219684e-05
0.00123397692757,0.0,0.000325448896584
0.0,0.0,0.0
0.00251250425233,0.0,0.000314063031541
0.0,0.0,0.0
0.000967480069079,0.0,0.00024187001727
0.0,0.0,0.0
0.0,0.0,0.0
0.00137648644628,0.0,2.52158501379e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.00144654203402,0.0,4.55764991272e-05
0.0,0.0,0.0
0.00326307561697,0.0,0.000217669548347
0.00249323665364,0.0,0.000134651249918
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00251161261781,0.0,0.000627903154453
0.00251161261781,0.0,0.00106703149933
0.0,0.0,0.0
0.00608167742458,0.0,0.00133442037103
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000261569944615,0.0,2.37790858741e-06
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000165888872919,0.0,1.18492052085e-05
0.000546475455867,0.0,0.000136618863967
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000317576054046,0.0,3.96970067558e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000284307862858,0.0,4.73846438096e-05
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00142127569567,0.0,0.000236879282612
0.00275925330557,0.0,0.000255585508602
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000512217392858,0.0,6.40271741072e-05
0.00304075695732,0.0,0.00129934437599
0.0,0.0,0.0
0.0010126420916,0.0,2.41105259904e-05
6.58194298063e-05,0.0,3.29097149032e-06
0.000431979327052,0.0,1.43993109017e-05
0.0302593239171,0.0,0.000383698719288
0.0,0.0,0.0
0.0,0.0,0.0
0.00169950871173,0.0,0.000104109358268
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
